J,9,,,12/09/2025,12/01/2025,,Edge General Ledger,ephss2,-1702.84,1300-0000,,,1000,Accounts Receivable - General/Store Credit
J,9,,,12/09/2025,12/01/2025,,Edge General Ledger,ephss2,-239.60,1300-0000,,,1000,Accounts Receivable - Insurance
J,9,,,12/09/2025,12/01/2025,,Edge General Ledger,ephss2,-151.00,1300-0000,,,1000,Accounts Receivable - Rent
J,9,,,12/09/2025,12/01/2025,,Edge General Ledger,ephss2,73.00,2210-0000,,,1000,Accrued Discounts
J,9,,,12/09/2025,12/01/2025,,Edge General Ledger,ephss2,-73.00,2210-0000,,,1000,Deferred Rent Liability
J,9,,,12/09/2025,12/01/2025,,Edge General Ledger,ephss2,132.84,4710-0007,,,1000,Discount Expense
J,9,,,12/09/2025,12/01/2025,,Edge General Ledger,ephss2,1817.00,4500-1001,,,1000,Discount Expense - Rental Income
J,9,,,12/09/2025,12/01/2025,,Edge General Ledger,ephss2,143.60,5000-0010,,,1000,Insurance Revenue
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ephss2,79.28,1110-4329,,,1000,ACH
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ephss2,-83.00,1300-0000,,,1000,Accounts Receivable - Fee
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ephss2,-12.00,1300-0000,,,1000,Accounts Receivable - Insurance
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ephss2,-415.00,1300-0000,,,1000,Accounts Receivable - Rent
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ephss2,0.00,1300-0000,,,1000,Accounts Receivable - Tax
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ephss2,-29.00,5805-0000,,,1000,Administrative Fee Revenue
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ephss2,510.00,1110-4329,,,1000,Credit Card - Master Card
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ephss2,-46.13,4500-1001,,,1000,Rental Revenue
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ephss2,-4.15,2310-0000,,,1000,Sales Tax Payable State
J,11,,,12/11/2025,12/01/2025,,Edge General Ledger,ephss2,1608.00,1110-4329,,,1000,Credit Card - Visa
J,11,,,12/11/2025,12/01/2025,,Edge General Ledger,ephss2,-132.00,2230-0000,,,1000,Deferred Insurance Liability
J,11,,,12/11/2025,12/01/2025,,Edge General Ledger,ephss2,-1476.00,2210-0000,,,1000,Deferred Rent Liability
J,12,,,12/12/2025,12/01/2025,,Edge General Ledger,ephss2,0.00,1300-0000,,,1000,Accounts Receivable - Fee
J,12,,,12/12/2025,12/01/2025,,Edge General Ledger,ephss2,0.00,1300-0000,,,1000,Accounts Receivable - Rent
