J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ssvenice,54.00,1300-0000,,,1000,Accounts Receivable - Fee
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ssvenice,-63.29,1300-0000,,,1000,Accounts Receivable - General/Store Credit
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ssvenice,-210.39,1300-0000,,,1000,Accounts Receivable - Insurance
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ssvenice,-106.34,1300-0000,,,1000,Accounts Receivable - Rent
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ssvenice,12.00,1300-0000,,,1000,Accounts Receivable - Tax
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ssvenice,-29.00,5805-0000,,,1000,Administrative Fee Revenue
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ssvenice,78.34,1110-4923,,,1000,Credit Card - Visa
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ssvenice,36.00,4710-0007,,,1000,Discount Expense
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ssvenice,103.29,4500-1001,,,1000,Discount Expense - Rental Income
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ssvenice,-25.00,5700-0000,,,1000,Fee Revenue Other
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ssvenice,162.39,5000-0010,,,1000,Insurance Revenue
J,10,,,12/10/2025,12/01/2025,,Edge General Ledger,ssvenice,-12.00,2310-0000,,,1000,Sales Tax Payable State
J,12,,,12/12/2025,12/01/2025,,Edge General Ledger,ssvenice,0.00,1300-0000,,,1000,Accounts Receivable - Fee
J,12,,,12/12/2025,12/01/2025,,Edge General Ledger,ssvenice,0.00,1300-0000,,,1000,Accounts Receivable - Rent
J,12,,,12/12/2025,12/01/2025,,Edge General Ledger,ssvenice,-29.00,5805-0000,,,1000,Administrative Fee Revenue
J,12,,,12/12/2025,12/01/2025,,Edge General Ledger,ssvenice,68.35,1110-4923,,,1000,Credit Card - Visa
J,12,,,12/12/2025,12/01/2025,,Edge General Ledger,ssvenice,-39.35,4500-1001,,,1000,Rental Revenue
J,13,,,12/13/2025,12/01/2025,,Edge General Ledger,ssvenice,7.35,1300-0000,,,1000,Accounts Receivable - Insurance
J,13,,,12/13/2025,12/01/2025,,Edge General Ledger,ssvenice,-7.35,5000-0010,,,1000,Insurance Revenue
J,14,,,12/14/2025,12/01/2025,,Edge General Ledger,ssvenice,-12.00,1300-0000,,,1000,Accounts Receivable - Insurance
J,14,,,12/14/2025,12/01/2025,,Edge General Ledger,ssvenice,-310.30,1300-0000,,,1000,Accounts Receivable - Rent
J,14,,,12/14/2025,12/01/2025,,Edge General Ledger,ssvenice,322.30,1110-4923,,,1000,Credit Card - Visa
J,15,,,12/15/2025,12/01/2025,,Edge General Ledger,ssvenice,0.00,1300-0000,,,1000,Accounts Receivable - Fee
J,15,,,12/15/2025,12/01/2025,,Edge General Ledger,ssvenice,0.00,1300-0000,,,1000,Accounts Receivable - Rent
J,15,,,12/15/2025,12/01/2025,,Edge General Ledger,ssvenice,-29.00,5805-0000,,,1000,Administrative Fee Revenue
J,15,,,12/15/2025,12/01/2025,,Edge General Ledger,ssvenice,62.45,1110-4923,,,1000,Credit Card - Visa
J,15,,,12/15/2025,12/01/2025,,Edge General Ledger,ssvenice,-33.45,4500-1001,,,1000,Rental Revenue
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,62.55,1110-4923,,,1000,ACH
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,-30.00,1300-0000,,,1000,Accounts Receivable - Fee
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,-17.81,1300-0000,,,1000,Accounts Receivable - Insurance
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,-177.27,1300-0000,,,1000,Accounts Receivable - Rent
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,-58.00,5805-0000,,,1000,Administrative Fee Revenue
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,119.61,1110-4923,,,1000,Credit Card - Visa
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,-25.78,2210-0000,,,1000,Deferred Rent Liability
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,12.00,4710-0007,,,1000,Discount Expense
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,20.00,4710-0007,,,1000,Discount Expense - Rental Income
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,-50.00,5700-0000,,,1000,Fee Revenue Other
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,17.43,5000-0010,,,1000,Insurance Revenue
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,60.00,5800-0000,,,1000,Late Fee Revenue
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,130.69,4500-1001,,,1000,Rental Revenue
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,-17.43,5000-0010,,,1000,Retained Insurance Refunds
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,-74.99,4500-1001,,,1000,Retained Rent Refunds
J,16,,,12/16/2025,12/01/2025,,Edge General Ledger,ssvenice,29.00,4710-0006,,,1000,Waive Expense - Admin Fee
J,17,,,12/17/2025,12/01/2025,,Edge General Ledger,ssvenice,17.43,1300-0000,,,1000,Accounts Receivable - Insurance
J,17,,,12/17/2025,12/01/2025,,Edge General Ledger,ssvenice,136.22,1110-4923,,,1000,Credit Card - Visa
J,17,,,12/17/2025,12/01/2025,,Edge General Ledger,ssvenice,-136.22,2210-0000,,,1000,Deferred Rent Liability
J,17,,,12/17/2025,12/01/2025,,Edge General Ledger,ssvenice,-17.43,5000-0010,,,1000,Insurance Revenue
J,19,,,12/19/2025,12/01/2025,,Edge General Ledger,ssvenice,0.00,1300-0000,,,1000,Accounts Receivable - Rent
J,19,,,12/19/2025,12/01/2025,,Edge General Ledger,ssvenice,-17.19,2210-0000,,,1000,Deferred Rent Liability
J,19,,,12/19/2025,12/01/2025,,Edge General Ledger,ssvenice,17.19,4500-1001,,,1000,Rental Revenue
J,20,,,12/20/2025,12/01/2025,,Edge General Ledger,ssvenice,9.30,1300-0000,,,1000,Accounts Receivable - Insurance
J,20,,,12/20/2025,12/01/2025,,Edge General Ledger,ssvenice,-9.30,5000-0010,,,1000,Insurance Revenue
J,26,,,12/26/2025,12/01/2025,,Edge General Ledger,ssvenice,-29.00,1300-0000,,,1000,Accounts Receivable - Fee
J,26,,,12/26/2025,12/01/2025,,Edge General Ledger,ssvenice,-8.90,1300-0000,,,1000,Accounts Receivable - General/Store Credit
