J,9,"","",12/09/2025,12/01/2025,"",Edge General Ledger,L030,9.00,1300-0000,"","",1000,Accounts Receivable - Fee
J,9,"","",12/09/2025,12/01/2025,"",Edge General Ledger,L030,-12.00,1300-0000,"","",1000,Accounts Receivable - Insurance
J,9,"","",12/09/2025,12/01/2025,"",Edge General Ledger,L030,-57.00,1300-0000,"","",1000,Accounts Receivable - Rent
J,9,"","",12/09/2025,12/01/2025,"",Edge General Ledger,L030,-29.00,5805-0000,"","",1000,Administrative Fee Revenue
J,9,"","",12/09/2025,12/01/2025,"",Edge General Ledger,L030,89.00,1110-4982,"","",1000,Credit Card - Visa
J,10,"","",12/10/2025,12/01/2025,"",Edge General Ledger,L030,-33.00,1300-0000,"","",1000,Accounts Receivable - Fee
J,10,"","",12/10/2025,12/01/2025,"",Edge General Ledger,L030,-108.00,1300-0000,"","",1000,Accounts Receivable - Insurance
J,10,"","",12/10/2025,12/01/2025,"",Edge General Ledger,L030,-993.00,1300-0000,"","",1000,Accounts Receivable - Rent
J,10,"","",12/10/2025,12/01/2025,"",Edge General Ledger,L030,0.00,1300-0000,"","",1000,Accounts Receivable - Tax
J,10,"","",12/10/2025,12/01/2025,"",Edge General Ledger,L030,152.00,1110-4982,"","",1000,Credit Card - Master Card
J,10,"","",12/10/2025,12/01/2025,"",Edge General Ledger,L030,989.00,1110-4982,"","",1000,Credit Card - Visa
J,10,"","",12/10/2025,12/01/2025,"",Edge General Ledger,L030,-7.00,2310-0000,"","",1000,Sales Tax Payable State
J,11,"","",12/11/2025,12/01/2025,"",Edge General Ledger,L030,-84.00,1300-0000,"","",1000,Accounts Receivable - Insurance
J,11,"","",12/11/2025,12/01/2025,"",Edge General Ledger,L030,-710.00,1300-0000,"","",1000,Accounts Receivable - Rent
J,11,"","",12/11/2025,12/01/2025,"",Edge General Ledger,L030,1076.00,1110-4982,"","",1000,Credit Card - Visa
J,11,"","",12/11/2025,12/01/2025,"",Edge General Ledger,L030,-36.00,2210-0000,"","",1000,Deferred Insurance Liability
J,11,"","",12/11/2025,12/01/2025,"",Edge General Ledger,L030,-246.00,2210-0000,"","",1000,Deferred Rent Liability
J,12,"","",12/12/2025,12/01/2025,"",Edge General Ledger,L030,-40.00,1300-0000,"","",1000,Accounts Receivable - Fee
J,12,"","",12/12/2025,12/01/2025,"",Edge General Ledger,L030,-36.00,1300-0000,"","",1000,Accounts Receivable - Insurance
