J,8,"","",12/08/2025,12/01/2025,"",Edge General Ledger,"",-20.00,1300-0000,"","",1000,Accounts Receivable - Fee
J,8,"","",12/08/2025,12/01/2025,"",Edge General Ledger,"",-144.00,1300-0000,"","",1000,Accounts Receivable - Insurance
J,8,"","",12/08/2025,12/01/2025,"",Edge General Ledger,"",-75.00,1300-0000,"","",1000,Accounts Receivable - Rent
J,8,"","",12/08/2025,12/01/2025,"",Edge General Ledger,"",44.00,2210-0000,"","",1000,Accrued Discounts
J,8,"","",12/08/2025,12/01/2025,"",Edge General Ledger,"",119.00,1110-1532,"","",1000,Credit Card - Master Card
J,8,"","",12/08/2025,12/01/2025,"",Edge General Ledger,"",-44.00,2210-0000,"","",1000,Deferred Rent Liability
J,8,"","",12/08/2025,12/01/2025,"",Edge General Ledger,"",60.00,"","","",1000,Discount Expense
J,8,"","",12/08/2025,12/01/2025,"",Edge General Ledger,"",60.00,5000-0010,"","",1000,Insurance Revenue
J,9,"","",12/09/2025,12/01/2025,"",Edge General Ledger,"",-65.00,1300-0000,"","",1000,Accounts Receivable - General/Store Credit
J,9,"","",12/09/2025,12/01/2025,"",Edge General Ledger,"",65.00,4500-1001,"","",1000,Discount Expense - Rental Income
J,10,"","",12/10/2025,12/01/2025,"",Edge General Ledger,"",-20.00,1300-0000,"","",1000,Accounts Receivable - Fee
J,10,"","",12/10/2025,12/01/2025,"",Edge General Ledger,"",-12.00,1300-0000,"","",1000,Accounts Receivable - Insurance
J,10,"","",12/10/2025,12/01/2025,"",Edge General Ledger,"",-40.00,1300-0000,"","",1000,Accounts Receivable - Rent
J,10,"","",12/10/2025,12/01/2025,"",Edge General Ledger,"",12.00,"","","",1000,Discount Expense
J,10,"","",12/10/2025,12/01/2025,"",Edge General Ledger,"",40.00,4500-1001,"","",1000,Discount Expense - Rental Income
J,10,"","",12/10/2025,12/01/2025,"",Edge General Ledger,"",20.00,4710-0006,"","",1000,Waive Expense - Other Fee
J,17,"","",12/17/2025,12/01/2025,"",Edge General Ledger,"",4.26,1300-0000,"","",1000,Abacus GL Correcting Adjustment
J,17,"","",12/17/2025,12/01/2025,"",Edge General Ledger,"",-16.26,5000-0010,"","",1000,Abacus GL Correcting Adjustment
J,17,"","",12/17/2025,12/01/2025,"",Edge General Ledger,"",-20.00,1300-0000,"","",1000,Accounts Receivable - Fee
J,17,"","",12/17/2025,12/01/2025,"",Edge General Ledger,"",-75.00,1300-0000,"","",1000,Accounts Receivable - Rent
J,17,"","",12/17/2025,12/01/2025,"",Edge General Ledger,"",107.00,1110-4990,"","",1000,Credit Card - Visa
J,19,"","",12/19/2025,12/01/2025,"",Edge General Ledger,"",0.00,1300-0000,"","",1000,Accounts Receivable - Fee
J,19,"","",12/19/2025,12/01/2025,"",Edge General Ledger,"",-24.00,1300-0000,"","",1000,Accounts Receivable - Insurance
J,19,"","",12/19/2025,12/01/2025,"",Edge General Ledger,"",-7.00,5000-0013,"","",1000,Convenience Fee Revenue
J,19,"","",12/19/2025,12/01/2025,"",Edge General Ledger,"",31.00,1110-4990,"","",1000,Credit Card - Visa
J,23,"","",12/23/2025,12/01/2025,"",Edge General Ledger,"",0.00,1300-0000,"","",1000,Accounts Receivable - Fee
J,23,"","",12/23/2025,12/01/2025,"",Edge General Ledger,"",-7.00,5000-0013,"","",1000,Convenience Fee Revenue
J,23,"","",12/23/2025,12/01/2025,"",Edge General Ledger,"",148.00,1110-4990,"","",1000,Credit Card - Visa
J,23,"","",12/23/2025,12/01/2025,"",Edge General Ledger,"",-141.00,2210-0000,"","",1000,Deferred Rent Liability
J,26,"","",12/26/2025,12/01/2025,"",Edge General Ledger,"",-40.00,1300-0000,"","",1000,Accounts Receivable - Fee
J,26,"","",12/26/2025,12/01/2025,"",Edge General Ledger,"",-48.00,1300-0000,"","",1000,Accounts Receivable - Insurance
